Export Name,Source File,Total Occurrences,Unused?,Found In Files
onSave,src\lib\components\workspace\Tools\ToolkitEditor.svelte,26,NO,"src\lib\components\admin\Settings.svelte, src\lib\components\admin\Functions\FunctionEditor.svelte, src\lib\components\chat\Messages\CodeBlock.svelte, src\lib\components\chat\Messages\Markdown\MarkdownTokens.svelte, src\lib\components\common\CodeEditor.svelte, src\lib\components\workspace\Tools\ToolkitEditor.svelte, src\routes\(app)\admin\functions\create\+page.svelte, src\routes\(app)\admin\functions\edit\+page.svelte, src\routes\(app)\workspace\tools\create\+page.svelte, src\routes\(app)\workspace\tools\edit\+page.svelte"
onSourceClick,src\lib\components\chat\Messages\Markdown\MarkdownTokens.svelte,23,NO,"src\lib\components\chat\Messages\ContentRenderer.svelte, src\lib\components\chat\Messages\Markdown.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte, src\lib\components\chat\Messages\Markdown\MarkdownInlineTokens.svelte, src\lib\components\chat\Messages\Markdown\MarkdownTokens.svelte"
onSubmit,src\lib\components\workspace\Prompts\PromptEditor.svelte,41,NO,"src\lib\components\AddConnectionModal.svelte, src\lib\components\admin\Settings\Models.svelte, src\lib\components\admin\Settings\Connections\OllamaConnection.svelte, src\lib\components\admin\Settings\Connections\OpenAIConnection.svelte, src\lib\components\admin\Users\Groups.svelte, src\lib\components\admin\Users\Groups\AddGroupModal.svelte, src\lib\components\admin\Users\Groups\EditGroupModal.svelte, src\lib\components\admin\Users\Groups\GroupItem.svelte, src\lib\components\channel\Channel.svelte, src\lib\components\channel\MessageInput.svelte, src\lib\components\channel\Thread.svelte, src\lib\components\channel\Messages\Message.svelte, src\lib\components\channel\Messages\Message\ReactionPicker.svelte, src\lib\components\chat\Settings\Connections.svelte, src\lib\components\chat\Settings\Connections\Connection.svelte, src\lib\components\layout\Sidebar.svelte, src\lib\components\layout\Sidebar\ChannelItem.svelte, src\lib\components\layout\Sidebar\ChannelModal.svelte, src\lib\components\workspace\Models\ModelEditor.svelte, src\lib\components\workspace\Prompts\PromptEditor.svelte, src\routes\(app)\workspace\models\create\+page.svelte, src\routes\(app)\workspace\models\edit\+page.svelte"
onTaskClick,src\lib\components\chat\Messages\Markdown\MarkdownTokens.svelte,12,NO,"src\lib\components\chat\Messages\ContentRenderer.svelte, src\lib\components\chat\Messages\Markdown.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte, src\lib\components\chat\Messages\Markdown\MarkdownTokens.svelte"
onThread,src\lib\components\channel\Messages\Message.svelte,7,NO,"src\lib\components\channel\Channel.svelte, src\lib\components\channel\Messages.svelte, src\lib\components\channel\Messages\Message.svelte"
onUpdate,src\lib\components\layout\Sidebar\ChannelModal.svelte,7,NO,"src\lib\components\admin\Settings\Models\ModelList.svelte, src\lib\components\layout\Sidebar.svelte, src\lib\components\layout\Sidebar\ChannelItem.svelte, src\lib\components\layout\Sidebar\ChannelModal.svelte"
oncompositionend,src\lib\components\common\RichTextInput.svelte,3,NO,"src\lib\components\chat\MessageInput.svelte, src\lib\components\common\RichTextInput.svelte"
oncompositionstart,src\lib\components\common\RichTextInput.svelte,3,NO,"src\lib\components\chat\MessageInput.svelte, src\lib\components\common\RichTextInput.svelte"
opacity,src\lib\components\common\Overlay.svelte,87,NO,"src\lib\components\AddConnectionModal.svelte, src\lib\components\admin\Evaluations\Leaderboard.svelte, src\lib\components\admin\Settings\Audio.svelte, src\lib\components\admin\Settings\Documents.svelte, src\lib\components\admin\Settings\Images.svelte, src\lib\components\admin\Settings\Models.svelte, src\lib\components\admin\Settings\Pipelines.svelte, src\lib\components\admin\Settings\Connections\OllamaConnection.svelte, src\lib\components\admin\Settings\Connections\OpenAIConnection.svelte, src\lib\components\admin\Settings\Evaluations\ArenaModelModal.svelte, src\lib\components\admin\Settings\Models\ConfigureModelsModal.svelte, src\lib\components\admin\Settings\Models\Manage\ManageOllama.svelte, src\lib\components\admin\Users\Groups\AddGroupModal.svelte, src\lib\components\admin\Users\Groups\EditGroupModal.svelte, src\lib\components\admin\Users\UserList\AddUserModal.svelte, src\lib\components\channel\Messages\Message\ProfilePreview.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\components\chat\Suggestions.svelte, src\lib\components\chat\MessageInput\InputMenu.svelte, src\lib\components\chat\MessageInput\VoiceRecording.svelte, src\lib\components\chat\Messages\CodeExecutions.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte, src\lib\components\chat\ModelSelector\Selector.svelte, src\lib\components\chat\Settings\Account.svelte, src\lib\components\chat\Settings\Account\UpdatePassword.svelte, src\lib\components\chat\Settings\Connections\Connection.svelte, src\lib\components\chat\Settings\Personalization\AddMemoryModal.svelte, src\lib\components\chat\Settings\Personalization\EditMemoryModal.svelte, src\lib\components\common\ConfirmDialog.svelte, src\lib\components\common\Drawer.svelte, src\lib\components\common\Folder.svelte, src\lib\components\common\Modal.svelte, src\lib\components\common\Overlay.svelte, src\lib\components\common\Pagination.svelte, src\lib\components\common\SlideShow.svelte, src\lib\components\common\Spinner.svelte, src\lib\components\layout\Sidebar.svelte, src\lib\components\layout\Sidebar\ChannelModal.svelte, src\lib\components\layout\Sidebar\ChatItem.svelte, src\lib\components\layout\Sidebar\RecursiveFolder.svelte, src\lib\components\layout\Sidebar\UserMenu.svelte, src\lib\components\workspace\Models.svelte, src\lib\components\workspace\common\ValvesModal.svelte, src\lib\components\workspace\Knowledge\CreateKnowledgeBase.svelte, src\lib\components\workspace\Models\ModelEditor.svelte, src\lib\components\workspace\Prompts\PromptEditor.svelte, src\lib\utils\transitions\index.ts"
open,src\lib\components\layout\Sidebar\RecursiveFolder.svelte,49,NO,"src\lib\components\admin\Functions.svelte, src\lib\components\admin\Evaluations\Feedbacks.svelte, src\lib\components\admin\Functions\FunctionEditor.svelte, src\lib\components\channel\Messages\Message\ProfilePreview.svelte, src\lib\components\channel\Messages\Message\ReactionPicker.svelte, src\lib\components\chat\ShareChatModal.svelte, src\lib\components\chat\Controls\Controls.svelte, src\lib\components\chat\MessageInput\InputMenu.svelte, src\lib\components\chat\Messages\Citations.svelte, src\lib\components\chat\Messages\ResponseMessage\WebSearchResults.svelte, src\lib\components\chat\ModelSelector\Selector.svelte, src\lib\components\common\Collapsible.svelte, src\lib\components\common\Dropdown.svelte, src\lib\components\common\FileItem.svelte, src\lib\components\common\FileItemModal.svelte, src\lib\components\common\Folder.svelte, src\lib\components\layout\Sidebar.svelte, src\lib\components\layout\Help\HelpMenu.svelte, src\lib\components\layout\Sidebar\RecursiveFolder.svelte, src\lib\components\layout\Sidebar\UserMenu.svelte, src\lib\components\workspace\Models.svelte, src\lib\components\workspace\Prompts.svelte, src\lib\components\workspace\Tools.svelte"
openPane,src\lib\components\chat\ChatControls.svelte,2,NO,"src\lib\components\chat\Chat.svelte, src\lib\components\chat\ChatControls.svelte"
outerClassName,src\lib\components\common\SensitiveInput.svelte,2,YES,src\lib\components\common\SensitiveInput.svelte
overlay,src\lib\components\chat\Artifacts.svelte,5,NO,"src\lib\components\OnBoarding.svelte, src\lib\components\chat\Artifacts.svelte, src\lib\components\chat\ChatControls.svelte"
page,src\lib\components\common\Pagination.svelte,81,NO,"src\lib\apis\chats\index.ts, src\lib\components\admin\Evaluations\Feedbacks.svelte, src\lib\components\admin\Settings\WebSearch.svelte, src\lib\components\admin\Users\UserList.svelte, src\lib\components\chat\Chat.svelte, src\lib\components\chat\Messages\CitationsModal.svelte, src\lib\components\chat\Settings\Advanced\AdvancedParams.svelte, src\lib\components\common\Pagination.svelte, src\lib\components\layout\Sidebar\ChannelItem.svelte, src\lib\components\layout\Sidebar\ChannelModal.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase.svelte, src\routes\+error.svelte, src\routes\+layout.svelte, src\routes\(app)\+layout.svelte, src\routes\(app)\admin\+layout.svelte, src\routes\(app)\admin\functions\edit\+page.svelte, src\routes\(app)\c\[id]\+page.svelte, src\routes\(app)\channels\[id]\+page.svelte, src\routes\(app)\workspace\+layout.svelte, src\routes\(app)\workspace\models\edit\+page.svelte, src\routes\(app)\workspace\prompts\edit\+page.svelte, src\routes\(app)\workspace\tools\edit\+page.svelte, src\routes\s\[id]\+page.svelte"
pane,src\lib\components\chat\ChatControls.svelte,19,NO,"src\lib\components\chat\Chat.svelte, src\lib\components\chat\ChatControls.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase.svelte"
params,src\lib\components\chat\Settings\Advanced\AdvancedParams.svelte,234,NO,"src\lib\apis\index.ts, src\lib\components\admin\Settings\Models.svelte, src\lib\components\chat\Chat.svelte, src\lib\components\chat\ChatControls.svelte, src\lib\components\chat\Controls\Controls.svelte, src\lib\components\chat\Settings\General.svelte, src\lib\components\chat\Settings\Advanced\AdvancedParams.svelte, src\lib\components\workspace\Models.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase.svelte, src\lib\components\workspace\Models\ModelEditor.svelte, src\lib\components\workspace\Tools\ToolkitEditor.svelte, src\lib\utils\transitions\index.ts, src\routes\(app)\c\[id]\+page.svelte, src\routes\(app)\channels\[id]\+page.svelte, src\routes\(app)\workspace\models\create\+page.svelte, src\routes\s\[id]\+page.svelte, src\routes\watch\+page.svelte"
parentDragged,src\lib\components\layout\Sidebar\RecursiveFolder.svelte,5,YES,src\lib\components\layout\Sidebar\RecursiveFolder.svelte
perPage,src\lib\components\common\Pagination.svelte,3,NO,"src\lib\components\admin\Evaluations\Feedbacks.svelte, src\lib\components\common\Pagination.svelte"
permissions,src\lib\components\admin\Users\Groups\Permissions.svelte,66,NO,"src\lib\apis\users\index.ts, src\lib\components\admin\Users\Groups.svelte, src\lib\components\admin\Users\Groups\EditGroupModal.svelte, src\lib\components\admin\Users\Groups\Permissions.svelte, src\lib\components\chat\Chat.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\components\chat\ModelSelector.svelte, src\lib\components\chat\Controls\Controls.svelte, src\lib\components\chat\MessageInput\InputMenu.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte, src\lib\components\chat\Settings\General.svelte, src\lib\components\layout\Sidebar.svelte, src\routes\(app)\workspace\+layout.svelte, src\routes\(app)\workspace\+page.svelte"
pinnedChats,src\lib\stores\index.ts,8,NO,"src\lib\components\layout\Sidebar.svelte, src\lib\components\layout\Sidebar\ChatItem.svelte, src\lib\stores\index.ts"
pipeline,src\lib\components\chat\Settings\Connections\Connection.svelte,20,NO,"src\lib\components\admin\Settings\Connections.svelte, src\lib\components\admin\Settings\Pipelines.svelte, src\lib\components\admin\Settings\Connections\OpenAIConnection.svelte, src\lib\components\chat\Settings\Connections\Connection.svelte"
placeholder,src\lib\components\layout\Sidebar\SearchInput.svelte,234,NO,"src\lib\components\AddConnectionModal.svelte, src\lib\components\admin\Functions.svelte, src\lib\components\admin\Evaluations\Leaderboard.svelte, src\lib\components\admin\Functions\FunctionEditor.svelte, src\lib\components\admin\Settings\Audio.svelte, src\lib\components\admin\Settings\CodeExecution.svelte, src\lib\components\admin\Settings\Documents.svelte, src\lib\components\admin\Settings\General.svelte, src\lib\components\admin\Settings\Images.svelte, src\lib\components\admin\Settings\Interface.svelte, src\lib\components\admin\Settings\Models.svelte, src\lib\components\admin\Settings\Pipelines.svelte, src\lib\components\admin\Settings\WebSearch.svelte, src\lib\components\admin\Settings\Connections\OllamaConnection.svelte, src\lib\components\admin\Settings\Connections\OpenAIConnection.svelte, src\lib\components\admin\Settings\Evaluations\ArenaModelModal.svelte, src\lib\components\admin\Settings\Models\ConfigureModelsModal.svelte, src\lib\components\admin\Settings\Models\Manage\ManageMultipleOllama.svelte, src\lib\components\admin\Settings\Models\Manage\ManageOllama.svelte, src\lib\components\admin\Users\Groups.svelte, src\lib\components\admin\Users\UserList.svelte, src\lib\components\admin\Users\Groups\AddGroupModal.svelte, src\lib\components\admin\Users\Groups\Display.svelte, src\lib\components\admin\Users\Groups\Users.svelte, src\lib\components\admin\Users\UserList\AddUserModal.svelte, src\lib\components\channel\MessageInput.svelte, src\lib\components\channel\Messages\Message\ReactionPicker.svelte, src\lib\components\chat\Chat.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\components\chat\ModelSelector.svelte, src\lib\components\chat\Placeholder.svelte, src\lib\components\chat\SettingsModal.svelte, src\lib\components\chat\ContentRenderer\FloatingButtons.svelte, src\lib\components\chat\Controls\Controls.svelte, src\lib\components\chat\Controls\Valves.svelte, src\lib\components\chat\Messages\RateComment.svelte, src\lib\components\chat\ModelSelector\Selector.svelte, src\lib\components\chat\Settings\Account.svelte, src\lib\components\chat\Settings\General.svelte, src\lib\components\chat\Settings\Interface.svelte, src\lib\components\chat\Settings\Account\UpdatePassword.svelte, src\lib\components\chat\Settings\Advanced\AdvancedParams.svelte, src\lib\components\chat\Settings\Connections\Connection.svelte, src\lib\components\chat\Settings\Personalization\AddMemoryModal.svelte, src\lib\components\chat\Settings\Personalization\EditMemoryModal.svelte, src\lib\components\common\CodeEditor.svelte, src\lib\components\common\ConfirmDialog.svelte, src\lib\components\common\RichTextInput.svelte, src\lib\components\common\Selector.svelte, src\lib\components\common\SensitiveInput.svelte, src\lib\components\common\Textarea.svelte, src\lib\components\common\Valves.svelte, src\lib\components\common\Tags\TagInput.svelte, src\lib\components\layout\Sidebar.svelte, src\lib\components\layout\Sidebar\ArchivedChatsModal.svelte, src\lib\components\layout\Sidebar\ChannelModal.svelte, src\lib\components\layout\Sidebar\SearchInput.svelte, src\lib\components\workspace\Knowledge.svelte, src\lib\components\workspace\Models.svelte, src\lib\components\workspace\Prompts.svelte, src\lib\components\workspace\Tools.svelte, src\lib\components\workspace\common\AccessControl.svelte, src\lib\components\workspace\Knowledge\CreateKnowledgeBase.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase\AddTextContentModal.svelte, src\lib\components\workspace\Models\ModelEditor.svelte, src\lib\components\workspace\Models\Knowledge\Selector.svelte, src\lib\components\workspace\Prompts\PromptEditor.svelte, src\lib\components\workspace\Tools\ToolkitEditor.svelte, src\lib\utils\index.ts, src\routes\auth\+page.svelte"
