Export Name,Source File,Total Occurrences,Unused?,Found In Files
touch,src\lib\components\common\Tooltip.svelte,12,NO,"src\lib\components\chat\MessageInput\FilesOverlay.svelte, src\lib\components\common\DragGhost.svelte, src\lib\components\common\Folder.svelte, src\lib\components\common\Tooltip.svelte, src\lib\components\layout\Sidebar\ChannelItem.svelte, src\lib\components\layout\Sidebar\RecursiveFolder.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase.svelte, src\routes\(app)\workspace\+layout.svelte"
trailingSlash,src\routes\+layout.js,1,YES,src\routes\+layout.js
transcribeAudio,src\lib\apis\audio\index.ts,5,NO,"src\lib\apis\audio\index.ts, src\lib\components\chat\MessageInput\CallOverlay.svelte, src\lib\components\chat\MessageInput\VoiceRecording.svelte"
transparentBackground,src\lib\components\chat\Placeholder.svelte,7,NO,"src\lib\components\channel\MessageInput.svelte, src\lib\components\chat\Chat.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\components\chat\Placeholder.svelte"
triggerClassName,src\lib\components\chat\ModelSelector\Selector.svelte,2,YES,src\lib\components\chat\ModelSelector\Selector.svelte
triggerScroll,src\lib\components\chat\Messages\MultiResponseMessages.svelte,8,NO,"src\lib\components\chat\Messages.svelte, src\lib\components\chat\Messages\Message.svelte, src\lib\components\chat\Messages\MultiResponseMessages.svelte"
type,src\lib\components\workspace\common\ValvesModal.svelte,771,NO,"src\lib\apis\index.ts, src\lib\apis\audio\index.ts, src\lib\apis\channels\index.ts, src\lib\apis\configs\index.ts, src\lib\apis\folders\index.ts, src\lib\apis\knowledge\index.ts, src\lib\apis\ollama\index.ts, src\lib\apis\openai\index.ts, src\lib\apis\prompts\index.ts, src\lib\apis\retrieval\index.ts, src\lib\apis\streaming\index.ts, src\lib\apis\users\index.ts, src\lib\components\AddConnectionModal.svelte, src\lib\components\admin\Functions.svelte, src\lib\components\admin\Evaluations\Feedbacks.svelte, src\lib\components\admin\Evaluations\Leaderboard.svelte, src\lib\components\admin\Functions\FunctionEditor.svelte, src\lib\components\admin\Functions\FunctionMenu.svelte, src\lib\components\admin\Settings\Audio.svelte, src\lib\components\admin\Settings\CodeExecution.svelte, src\lib\components\admin\Settings\Connections.svelte, src\lib\components\admin\Settings\Database.svelte, src\lib\components\admin\Settings\Documents.svelte, src\lib\components\admin\Settings\Evaluations.svelte, src\lib\components\admin\Settings\General.svelte, src\lib\components\admin\Settings\Images.svelte, src\lib\components\admin\Settings\Interface.svelte, src\lib\components\admin\Settings\Models.svelte, src\lib\components\admin\Settings\Pipelines.svelte, src\lib\components\admin\Settings\WebSearch.svelte, src\lib\components\admin\Settings\Connections\OllamaConnection.svelte, src\lib\components\admin\Settings\Connections\OpenAIConnection.svelte, src\lib\components\admin\Settings\Evaluations\ArenaModelModal.svelte, src\lib\components\admin\Settings\Evaluations\Model.svelte, src\lib\components\admin\Settings\Models\ConfigureModelsModal.svelte, src\lib\components\admin\Settings\Models\Manage\ManageOllama.svelte, src\lib\components\admin\Users\UserList.svelte, src\lib\components\admin\Users\Groups\AddGroupModal.svelte, src\lib\components\admin\Users\Groups\Display.svelte, src\lib\components\admin\Users\Groups\EditGroupModal.svelte, src\lib\components\admin\Users\Groups\Users.svelte, src\lib\components\admin\Users\UserList\AddUserModal.svelte, src\lib\components\admin\Users\UserList\EditUserModal.svelte, src\lib\components\channel\Channel.svelte, src\lib\components\channel\MessageInput.svelte, src\lib\components\channel\Thread.svelte, src\lib\components\channel\Messages\Message.svelte, src\lib\components\channel\Messages\Message\ReactionPicker.svelte, src\lib\components\chat\Artifacts.svelte, src\lib\components\chat\Chat.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\components\chat\Overview.svelte, src\lib\components\chat\SettingsModal.svelte, src\lib\components\chat\ShareChatModal.svelte, src\lib\components\chat\ShortcutsModal.svelte, src\lib\components\chat\ContentRenderer\FloatingButtons.svelte, src\lib\components\chat\Controls\Controls.svelte, src\lib\components\chat\Controls\Valves.svelte, src\lib\components\chat\MessageInput\CallOverlay.svelte, src\lib\components\chat\MessageInput\Commands.svelte, src\lib\components\chat\MessageInput\InputMenu.svelte, src\lib\components\chat\MessageInput\VoiceRecording.svelte, src\lib\components\chat\MessageInput\Commands\Knowledge.svelte, src\lib\components\chat\MessageInput\Commands\Models.svelte, src\lib\components\chat\MessageInput\Commands\Prompts.svelte, src\lib\components\chat\Messages\CodeBlock.svelte, src\lib\components\chat\Messages\CodeExecutionModal.svelte, src\lib\components\chat\Messages\MultiResponseMessages.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte, src\lib\components\chat\Messages\UserMessage.svelte, src\lib\components\chat\Messages\Markdown\MarkdownInlineTokens.svelte, src\lib\components\chat\Messages\Markdown\MarkdownTokens.svelte, src\lib\components\chat\Overview\Node.svelte, src\lib\components\chat\Settings\Account.svelte, src\lib\components\chat\Settings\Audio.svelte, src\lib\components\chat\Settings\Chats.svelte, src\lib\components\chat\Settings\Connections.svelte, src\lib\components\chat\Settings\Interface.svelte, src\lib\components\chat\Settings\Personalization.svelte, src\lib\components\chat\Settings\Account\UpdatePassword.svelte, src\lib\components\chat\Settings\Advanced\AdvancedParams.svelte, src\lib\components\chat\Settings\Connections\Connection.svelte, src\lib\components\chat\Settings\Personalization\AddMemoryModal.svelte, src\lib\components\chat\Settings\Personalization\EditMemoryModal.svelte, src\lib\components\common\Badge.svelte, src\lib\components\common\Banner.svelte, src\lib\components\common\Checkbox.svelte, src\lib\components\common\CodeEditor.svelte, src\lib\components\common\Collapsible.svelte, src\lib\components\common\ConfirmDialog.svelte, src\lib\components\common\FileItem.svelte, src\lib\components\common\FileItemModal.svelte, src\lib\components\common\Folder.svelte, src\lib\components\common\Image.svelte, src\lib\components\common\Pagination.svelte, src\lib\components\common\RichTextInput.svelte, src\lib\components\common\SensitiveInput.svelte, src\lib\components\common\SVGPanZoom.svelte, src\lib\components\common\Valves.svelte, src\lib\components\common\RichTextInput\AutoCompletion.js, src\lib\components\common\Tags\TagInput.svelte, src\lib\components\common\Tags\TagList.svelte, src\lib\components\layout\Sidebar.svelte, src\lib\components\layout\Navbar\Menu.svelte, src\lib\components\layout\Sidebar\ArchivedChatsModal.svelte, src\lib\components\layout\Sidebar\ChannelModal.svelte, src\lib\components\layout\Sidebar\ChatItem.svelte, src\lib\components\layout\Sidebar\ChatMenu.svelte, src\lib\components\layout\Sidebar\RecursiveFolder.svelte, src\lib\components\workspace\Knowledge.svelte, src\lib\components\workspace\Models.svelte, src\lib\components\workspace\Prompts.svelte, src\lib\components\workspace\Tools.svelte, src\lib\components\workspace\common\AccessControl.svelte, src\lib\components\workspace\common\ManifestModal.svelte, src\lib\components\workspace\common\ValvesModal.svelte, src\lib\components\workspace\Knowledge\CreateKnowledgeBase.svelte, src\lib\components\workspace\Knowledge\ItemMenu.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase\AddContentMenu.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase\AddTextContentModal.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase\Files.svelte, src\lib\components\workspace\Models\Knowledge.svelte, src\lib\components\workspace\Models\ModelEditor.svelte, src\lib\components\workspace\Models\Knowledge\Selector.svelte, src\lib\components\workspace\Prompts\PromptEditor.svelte, src\lib\components\workspace\Tools\ToolkitEditor.svelte, src\lib\pyodide\pyodideKernel.ts, src\lib\pyodide\pyodideKernel.worker.ts, src\lib\stores\index.ts, src\lib\types\index.ts, src\lib\utils\index.ts, src\lib\utils\marked\extension.ts, src\lib\utils\marked\katex-extension.ts, src\lib\utils\transitions\index.ts, src\lib\workers\kokoro.worker.ts, src\lib\workers\KokoroWorker.ts, src\lib\workers\pyodide.worker.ts, src\routes\+layout.svelte, src\routes\auth\+page.svelte"
typingUsers,src\lib\components\channel\MessageInput.svelte,27,NO,"src\lib\components\channel\Channel.svelte, src\lib\components\channel\MessageInput.svelte, src\lib\components\channel\Thread.svelte"
unescapeHtml,src\lib\utils\index.ts,10,NO,"src\lib\components\chat\Messages\CodeBlock.svelte, src\lib\components\chat\Messages\Markdown\MarkdownInlineTokens.svelte, src\lib\components\chat\Messages\Markdown\MarkdownTokens.svelte, src\lib\utils\index.ts"
updateAdminConfig,src\lib\apis\auths\index.ts,3,NO,"src\lib\apis\auths\index.ts, src\lib\components\admin\Settings\General.svelte"
updateAudioConfig,src\lib\apis\audio\index.ts,3,NO,"src\lib\apis\audio\index.ts, src\lib\components\admin\Settings\Audio.svelte"
updateChannelById,src\lib\apis\channels\index.ts,3,NO,"src\lib\apis\channels\index.ts, src\lib\components\layout\Sidebar\ChannelItem.svelte"
updateChat,src\lib\components\chat\Messages\ResponseMessage.svelte,18,NO,"src\lib\components\chat\Messages.svelte, src\lib\components\chat\Messages\Message.svelte, src\lib\components\chat\Messages\MultiResponseMessages.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte"
updateChatById,src\lib\apis\chats\index.ts,12,NO,"src\lib\apis\chats\index.ts, src\lib\components\chat\Chat.svelte, src\lib\components\chat\Messages.svelte, src\lib\components\chat\Tags.svelte, src\lib\components\layout\Sidebar\ChatItem.svelte"
updateChatFolderIdById,src\lib\apis\chats\index.ts,6,NO,"src\lib\apis\chats\index.ts, src\lib\components\layout\Sidebar.svelte, src\lib\components\layout\Sidebar\RecursiveFolder.svelte"
updateConfig,src\lib\apis\images\index.ts,13,NO,"src\lib\apis\evaluations\index.ts, src\lib\apis\images\index.ts, src\lib\components\admin\Settings\Audio.svelte, src\lib\components\admin\Settings\Evaluations.svelte, src\lib\components\admin\Settings\Images.svelte"
updateEmbeddingConfig,src\lib\apis\retrieval\index.ts,3,NO,"src\lib\apis\retrieval\index.ts, src\lib\components\admin\Settings\Documents.svelte"
updateFeedbackById,src\lib\apis\evaluations\index.ts,4,NO,"src\lib\apis\evaluations\index.ts, src\lib\components\chat\Messages\ResponseMessage.svelte"
updateFileDataContentById,src\lib\apis\files\index.ts,3,NO,"src\lib\apis\files\index.ts, src\lib\components\workspace\Knowledge\KnowledgeBase.svelte"
updateFileFromKnowledgeById,src\lib\apis\knowledge\index.ts,3,NO,"src\lib\apis\knowledge\index.ts, src\lib\components\workspace\Knowledge\KnowledgeBase.svelte"
updateFolderIsExpandedById,src\lib\apis\folders\index.ts,3,NO,"src\lib\apis\folders\index.ts, src\lib\components\layout\Sidebar\RecursiveFolder.svelte"
updateFolderNameById,src\lib\apis\folders\index.ts,3,NO,"src\lib\apis\folders\index.ts, src\lib\components\layout\Sidebar\RecursiveFolder.svelte"
updateFolderParentIdById,src\lib\apis\folders\index.ts,5,NO,"src\lib\apis\folders\index.ts, src\lib\components\layout\Sidebar.svelte, src\lib\components\layout\Sidebar\RecursiveFolder.svelte"
updateFunctionById,src\lib\apis\functions\index.ts,3,NO,"src\lib\apis\functions\index.ts, src\routes\(app)\admin\functions\edit\+page.svelte"
updateFunctionValvesById,src\lib\apis\functions\index.ts,3,NO,"src\lib\apis\functions\index.ts, src\lib\components\workspace\common\ValvesModal.svelte"
updateGroupById,src\lib\apis\groups\index.ts,3,NO,"src\lib\apis\groups\index.ts, src\lib\components\admin\Users\Groups\GroupItem.svelte"
updateImageGenerationConfig,src\lib\apis\images\index.ts,3,NO,"src\lib\apis\images\index.ts, src\lib\components\admin\Settings\Images.svelte"
updateKnowledgeById,src\lib\apis\knowledge\index.ts,3,NO,"src\lib\apis\knowledge\index.ts, src\lib\components\workspace\Knowledge\KnowledgeBase.svelte"
updateMemoryById,src\lib\apis\memories\index.ts,3,NO,"src\lib\apis\memories\index.ts, src\lib\components\chat\Settings\Personalization\EditMemoryModal.svelte"
updateMessage,src\lib\apis\channels\index.ts,3,NO,"src\lib\apis\channels\index.ts, src\lib\components\channel\Messages.svelte"
updateModelById,src\lib\apis\models\index.ts,8,NO,"src\lib\apis\models\index.ts, src\lib\components\admin\Settings\Models.svelte, src\lib\components\workspace\Models.svelte, src\routes\(app)\workspace\models\edit\+page.svelte"
updateOllamaConfig,src\lib\apis\ollama\index.ts,3,NO,"src\lib\apis\ollama\index.ts, src\lib\components\admin\Settings\Connections.svelte"
updateOpenAIConfig,src\lib\apis\openai\index.ts,3,NO,"src\lib\apis\openai\index.ts, src\lib\components\admin\Settings\Connections.svelte"
updatePipelineValves,src\lib\apis\index.ts,3,NO,"src\lib\apis\index.ts, src\lib\components\admin\Settings\Pipelines.svelte"
updatePromptByCommand,src\lib\apis\prompts\index.ts,3,NO,"src\lib\apis\prompts\index.ts, src\routes\(app)\workspace\prompts\edit\+page.svelte"
updateQuerySettings,src\lib\apis\retrieval\index.ts,4,NO,"src\lib\apis\retrieval\index.ts, src\lib\components\admin\Settings\Documents.svelte"
updateRAGConfig,src\lib\apis\retrieval\index.ts,5,NO,"src\lib\apis\retrieval\index.ts, src\lib\components\admin\Settings\Documents.svelte, src\lib\components\admin\Settings\WebSearch.svelte"
updateRerankingConfig,src\lib\apis\retrieval\index.ts,3,NO,"src\lib\apis\retrieval\index.ts, src\lib\components\admin\Settings\Documents.svelte"
updateTaskConfig,src\lib\apis\index.ts,3,NO,"src\lib\apis\index.ts, src\lib\components\admin\Settings\Interface.svelte"
updateToolById,src\lib\apis\tools\index.ts,3,NO,"src\lib\apis\tools\index.ts, src\routes\(app)\workspace\tools\edit\+page.svelte"
updateToolValvesById,src\lib\apis\tools\index.ts,3,NO,"src\lib\apis\tools\index.ts, src\lib\components\workspace\common\ValvesModal.svelte"
updateUserById,src\lib\apis\users\index.ts,3,NO,"src\lib\apis\users\index.ts, src\lib\components\admin\Users\UserList\EditUserModal.svelte"
updateUserDefaultPermissions,src\lib\apis\users\index.ts,3,NO,"src\lib\apis\users\index.ts, src\lib\components\admin\Users\Groups.svelte"
updateUserInfo,src\lib\apis\users\index.ts,4,NO,"src\lib\apis\users\index.ts, src\lib\components\chat\Settings\Interface.svelte"
updateUserPassword,src\lib\apis\auths\index.ts,3,NO,"src\lib\apis\auths\index.ts, src\lib\components\chat\Settings\Account\UpdatePassword.svelte"
updateUserProfile,src\lib\apis\auths\index.ts,3,NO,"src\lib\apis\auths\index.ts, src\lib\components\chat\Settings\Account.svelte"
updateUserRole,src\lib\apis\users\index.ts,3,NO,"src\lib\apis\users\index.ts, src\lib\components\admin\Users\UserList.svelte"
updateUserSettings,src\lib\apis\users\index.ts,7,NO,"src\lib\apis\users\index.ts, src\lib\components\ChangelogModal.svelte, src\lib\components\chat\ModelSelector.svelte, src\lib\components\chat\SettingsModal.svelte"
updateUserValvesById,src\lib\apis\tools\index.ts,4,NO,"src\lib\apis\functions\index.ts, src\lib\apis\tools\index.ts, src\lib\components\chat\Controls\Valves.svelte"
updateWebhookUrl,src\lib\apis\index.ts,3,NO,"src\lib\apis\index.ts, src\lib\components\admin\Settings\General.svelte"
uploadFile,src\lib\apis\files\index.ts,7,NO,"src\lib\apis\files\index.ts, src\lib\components\channel\MessageInput.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase.svelte"
uploadFilesHandler,src\lib\components\chat\MessageInput\InputMenu.svelte,6,NO,"src\lib\components\channel\MessageInput.svelte, src\lib\components\channel\MessageInput\InputMenu.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\components\chat\MessageInput\InputMenu.svelte"
uploadModel,src\lib\apis\ollama\index.ts,3,NO,"src\lib\apis\ollama\index.ts, src\lib\components\admin\Settings\Models\Manage\ManageOllama.svelte"
uploadPipeline,src\lib\apis\index.ts,3,NO,"src\lib\apis\index.ts, src\lib\components\admin\Settings\Pipelines.svelte"
url,src\lib\components\common\FileItem.svelte,260,NO,"src\lib\apis\index.ts, src\lib\apis\audio\index.ts, src\lib\apis\images\index.ts, src\lib\apis\ollama\index.ts, src\lib\apis\openai\index.ts, src\lib\apis\retrieval\index.ts, src\lib\apis\utils\index.ts, src\lib\components\AddConnectionModal.svelte, src\lib\components\admin\Functions.svelte, src\lib\components\admin\Evaluations\Feedbacks.svelte, src\lib\components\admin\Settings\Connections.svelte, src\lib\components\admin\Settings\Documents.svelte, src\lib\components\admin\Settings\Pipelines.svelte, src\lib\components\admin\Settings\Connections\OllamaConnection.svelte, src\lib\components\admin\Settings\Connections\OpenAIConnection.svelte, src\lib\components\admin\Settings\Models\Manage\ManageMultipleOllama.svelte, src\lib\components\admin\Settings\Models\Manage\ManageOllama.svelte, src\lib\components\channel\MessageInput.svelte, src\lib\components\channel\Messages\Message.svelte, src\lib\components\chat\Artifacts.svelte, src\lib\components\chat\Chat.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\components\chat\ShareChatModal.svelte, src\lib\components\chat\Controls\Controls.svelte, src\lib\components\chat\MessageInput\CallOverlay.svelte, src\lib\components\chat\MessageInput\Commands.svelte, src\lib\components\chat\MessageInput\VoiceRecording.svelte, src\lib\components\chat\MessageInput\Commands\Knowledge.svelte, src\lib\components\chat\MessageInput\Commands\Prompts.svelte, src\lib\components\chat\Messages\Citations.svelte, src\lib\components\chat\Messages\CitationsModal.svelte, src\lib\components\chat\Messages\CodeExecutionModal.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte, src\lib\components\chat\Messages\UserMessage.svelte, src\lib\components\chat\Messages\Markdown\Source.svelte, src\lib\components\chat\Messages\ResponseMessage\WebSearchResults.svelte, src\lib\components\chat\Settings\Account.svelte, src\lib\components\chat\Settings\Connections.svelte, src\lib\components\chat\Settings\Connections\Connection.svelte, src\lib\components\common\Banner.svelte, src\lib\components\common\FileItem.svelte, src\lib\components\common\FileItemModal.svelte, src\lib\components\common\ImagePreview.svelte, src\lib\components\common\SlideShow.svelte, src\lib\components\layout\Navbar\Menu.svelte, src\lib\components\layout\Sidebar\ChannelItem.svelte, src\lib\components\layout\Sidebar\ChannelModal.svelte, src\lib\components\layout\Sidebar\ChatMenu.svelte, src\lib\components\workspace\Models.svelte, src\lib\components\workspace\Prompts.svelte, src\lib\components\workspace\Tools.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase.svelte, src\lib\types\index.ts, src\lib\utils\index.ts, src\routes\+layout.svelte, src\routes\(app)\+layout.svelte, src\routes\(app)\admin\+layout.svelte, src\routes\(app)\admin\functions\edit\+page.svelte, src\routes\(app)\workspace\+layout.svelte, src\routes\(app)\workspace\models\edit\+page.svelte, src\routes\(app)\workspace\prompts\edit\+page.svelte, src\routes\(app)\workspace\tools\edit\+page.svelte"
urlIdx,src\lib\components\admin\Settings\Models\Manage\ManageOllama.svelte,75,NO,"src\lib\apis\index.ts, src\lib\apis\ollama\index.ts, src\lib\apis\openai\index.ts, src\lib\components\admin\Settings\Connections\ManageOllamaModal.svelte, src\lib\components\admin\Settings\Connections\OllamaConnection.svelte, src\lib\components\admin\Settings\Models\Manage\ManageMultipleOllama.svelte, src\lib\components\admin\Settings\Models\Manage\ManageOllama.svelte, src\lib\components\chat\Messages\ResponseMessage\WebSearchResults.svelte, src\lib\components\chat\Settings\Connections.svelte, src\routes\+layout.svelte"
user,src\lib\stores\index.ts,432,NO,"src\lib\apis\chats\index.ts, src\lib\apis\functions\index.ts, src\lib\apis\memories\index.ts, src\lib\apis\tools\index.ts, src\lib\apis\users\index.ts, src\lib\components\admin\Users.svelte, src\lib\components\admin\Evaluations\Feedbacks.svelte, src\lib\components\admin\Evaluations\Leaderboard.svelte, src\lib\components\admin\Functions\FunctionEditor.svelte, src\lib\components\admin\Settings\Connections.svelte, src\lib\components\admin\Settings\Evaluations.svelte, src\lib\components\admin\Settings\General.svelte, src\lib\components\admin\Settings\Images.svelte, src\lib\components\admin\Settings\Interface.svelte, src\lib\components\admin\Settings\Models.svelte, src\lib\components\admin\Settings\Models\ManageModelsModal.svelte, src\lib\components\admin\Users\Groups.svelte, src\lib\components\admin\Users\UserList.svelte, src\lib\components\admin\Users\Groups\AddGroupModal.svelte, src\lib\components\admin\Users\Groups\Users.svelte, src\lib\components\admin\Users\UserList\AddUserModal.svelte, src\lib\components\admin\Users\UserList\EditUserModal.svelte, src\lib\components\admin\Users\UserList\UserChatsModal.svelte, src\lib\components\channel\Channel.svelte, src\lib\components\channel\MessageInput.svelte, src\lib\components\channel\Messages.svelte, src\lib\components\channel\Navbar.svelte, src\lib\components\channel\Thread.svelte, src\lib\components\channel\Messages\Message.svelte, src\lib\components\channel\Messages\Message\ProfilePreview.svelte, src\lib\components\channel\Messages\Message\ReactionPicker.svelte, src\lib\components\chat\Artifacts.svelte, src\lib\components\chat\Chat.svelte, src\lib\components\chat\ChatPlaceholder.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\components\chat\Messages.svelte, src\lib\components\chat\ModelSelector.svelte, src\lib\components\chat\Navbar.svelte, src\lib\components\chat\Overview.svelte, src\lib\components\chat\Placeholder.svelte, src\lib\components\chat\SettingsModal.svelte, src\lib\components\chat\ContentRenderer\FloatingButtons.svelte, src\lib\components\chat\Controls\Controls.svelte, src\lib\components\chat\MessageInput\InputMenu.svelte, src\lib\components\chat\MessageInput\Commands\Prompts.svelte, src\lib\components\chat\Messages\Markdown.svelte, src\lib\components\chat\Messages\Message.svelte, src\lib\components\chat\Messages\ProfileImage.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte, src\lib\components\chat\Messages\UserMessage.svelte, src\lib\components\chat\ModelSelector\Selector.svelte, src\lib\components\chat\Overview\Node.svelte, src\lib\components\chat\Settings\Account.svelte, src\lib\components\chat\Settings\General.svelte, src\lib\components\chat\Settings\Interface.svelte, src\lib\components\chat\Settings\Advanced\AdvancedParams.svelte, src\lib\components\icons\FaceSmile.svelte, src\lib\components\icons\Merge.svelte, src\lib\components\icons\UserCircleSolid.svelte, src\lib\components\icons\UserPlusSolid.svelte, src\lib\components\layout\Navbar.svelte, src\lib\components\layout\Sidebar.svelte, src\lib\components\layout\Overlay\AccountPending.svelte, src\lib\components\layout\Sidebar\ChannelItem.svelte, src\lib\components\layout\Sidebar\UserMenu.svelte, src\lib\components\workspace\Knowledge.svelte, src\lib\components\workspace\Models.svelte, src\lib\components\workspace\Prompts.svelte, src\lib\components\workspace\Tools.svelte, src\lib\components\workspace\Models\ModelMenu.svelte, src\lib\components\workspace\Tools\ToolkitEditor.svelte, src\lib\stores\index.ts, src\lib\utils\index.ts, src\routes\+layout.svelte, src\routes\(app)\+layout.svelte, src\routes\(app)\admin\+layout.svelte, src\routes\(app)\c\[id]\+page.svelte, src\routes\(app)\workspace\+layout.svelte, src\routes\(app)\workspace\+page.svelte, src\routes\auth\+page.svelte, src\routes\s\[id]\+page.svelte"
userIds,src\lib\components\admin\Users\Groups\Users.svelte,13,NO,"src\lib\components\admin\Users\Groups\EditGroupModal.svelte, src\lib\components\admin\Users\Groups\Users.svelte"
userSignIn,src\lib\apis\auths\index.ts,3,NO,"src\lib\apis\auths\index.ts, src\routes\auth\+page.svelte"
userSignOut,src\lib\apis\auths\index.ts,3,NO,"src\lib\apis\auths\index.ts, src\lib\components\layout\Sidebar\UserMenu.svelte"
userSignUp,src\lib\apis\auths\index.ts,3,NO,"src\lib\apis\auths\index.ts, src\routes\auth\+page.svelte"
users,src\lib\components\admin\Users\Groups\Users.svelte,63,NO,"src\lib\apis\users\index.ts, src\lib\components\ChangelogModal.svelte, src\lib\components\admin\Users.svelte, src\lib\components\admin\Settings\Connections.svelte, src\lib\components\admin\Settings\Interface.svelte, src\lib\components\admin\Users\Groups.svelte, src\lib\components\admin\Users\UserList.svelte, src\lib\components\admin\Users\Groups\EditGroupModal.svelte, src\lib\components\admin\Users\Groups\GroupItem.svelte, src\lib\components\admin\Users\Groups\Permissions.svelte, src\lib\components\admin\Users\Groups\Users.svelte, src\lib\components\admin\Users\UserList\AddUserModal.svelte, src\lib\components\admin\Users\UserList\EditUserModal.svelte, src\lib\components\chat\Chat.svelte, src\lib\components\chat\ModelSelector.svelte, src\lib\components\chat\SettingsModal.svelte, src\lib\components\chat\Settings\Interface.svelte, src\lib\components\icons\UsersSolid.svelte, src\lib\components\workspace\common\AccessControl.svelte, src\routes\(app)\+layout.svelte, src\routes\(app)\admin\+layout.svelte, src\routes\(app)\admin\+page.svelte, src\routes\s\[id]\+page.svelte"
